StartTime,EndTime,EpisodeId,EventId,State,EventType,InjuriesDirect,InjuriesIndirect,DeathsDirect,DeathsIndirect,DamageProperty,DamageCrops,Source,BeginLocation,EndLocation,BeginLat,BeginLon,EndLat,EndLon,EpisodeNarrative,EventNarrative,StormSummary
2007-03-31 05:10:00.0000000,2007-03-31 05:11:00.0000000,2792,14654,TEXAS,Thunderstorm Wind,0,0,0,0,1000,0,Law Enforcement,FULSHEAR,FULSHEAR,29.68,-95.9,29.68,-95.9,A pre-frontal trough well ahead of a central Texas cold front slowed as it approached the coastal counties. This boundary became the focus for severe thunderstorms along the coast and neighboring inland counties.,Tree down.,"{
  ""TotalDamages"": 1000,
  ""StartTime"": ""2007-03-31T05:10:00.0000000Z"",
  ""EndTime"": ""2007-03-31T05:11:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Tree down."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 05:15:00.0000000,2007-03-31 05:16:00.0000000,2792,14655,TEXAS,Thunderstorm Wind,0,0,0,0,1000,0,Law Enforcement,RICHMOND,RICHMOND,29.58,-95.75,29.58,-95.75,A pre-frontal trough well ahead of a central Texas cold front slowed as it approached the coastal counties. This boundary became the focus for severe thunderstorms along the coast and neighboring inland counties.,Tree down.,"{
  ""TotalDamages"": 1000,
  ""StartTime"": ""2007-03-31T05:15:00.0000000Z"",
  ""EndTime"": ""2007-03-31T05:16:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Tree down."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 05:15:00.0000000,2007-03-31 05:16:00.0000000,2792,14656,TEXAS,Hail,0,0,0,0,1000,0,Law Enforcement,RICHMOND,RICHMOND,29.58,-95.75,29.58,-95.75,A pre-frontal trough well ahead of a central Texas cold front slowed as it approached the coastal counties. This boundary became the focus for severe thunderstorms along the coast and neighboring inland counties.,Penny-size hail.,"{
  ""TotalDamages"": 1000,
  ""StartTime"": ""2007-03-31T05:15:00.0000000Z"",
  ""EndTime"": ""2007-03-31T05:16:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Penny-size hail."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 05:15:00.0000000,2007-03-31 05:16:00.0000000,2792,14657,TEXAS,Hail,0,0,0,0,1000,0,Law Enforcement,NEEDVILLE,NEEDVILLE,29.4,-95.83,29.4,-95.83,A pre-frontal trough well ahead of a central Texas cold front slowed as it approached the coastal counties. This boundary became the focus for severe thunderstorms along the coast and neighboring inland counties.,Penny-size hail.,"{
  ""TotalDamages"": 1000,
  ""StartTime"": ""2007-03-31T05:15:00.0000000Z"",
  ""EndTime"": ""2007-03-31T05:16:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Penny-size hail."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 05:30:00.0000000,2007-03-31 05:31:00.0000000,2792,14658,TEXAS,Thunderstorm Wind,0,0,0,0,0,0,Trained Spotter,SUGARLAND,SUGARLAND,29.6634,-95.63,29.6634,-95.63,A pre-frontal trough well ahead of a central Texas cold front slowed as it approached the coastal counties. This boundary became the focus for severe thunderstorms along the coast and neighboring inland counties.,Occurred in Mission Bend area.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T05:30:00.0000000Z"",
  ""EndTime"": ""2007-03-31T05:31:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Occurred in Mission Bend area."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 05:30:00.0000000,2007-03-31 05:40:00.0000000,2792,14659,TEXAS,Thunderstorm Wind,0,0,0,0,195000,0,Emergency Manager,HOUSTON,HOUSTON,29.73,-95.37,29.73,-95.37,A pre-frontal trough well ahead of a central Texas cold front slowed as it approached the coastal counties. This boundary became the focus for severe thunderstorms along the coast and neighboring inland counties.,"Damage in and around the Houston area from this squall line included trees down (several on vehicles), fences damaged and extensive roof damage to several area businesses and apartments.","{
  ""TotalDamages"": 195000,
  ""StartTime"": ""2007-03-31T05:30:00.0000000Z"",
  ""EndTime"": ""2007-03-31T05:40:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Damage in and around the Houston area from this squall line included trees down (several on vehicles), fences damaged and extensive roof damage to several area businesses and apartments."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 05:45:00.0000000,2007-03-31 08:45:00.0000000,4272,23955,TEXAS,Flash Flood,0,0,0,0,0,0,Law Enforcement,GOLIAD,GOLIAD,28.5678,-97.4965,28.5678,-97.4965,"Thunderstorms with very heavy rainfall trained southwest to northeast across the central sections of Goliad and Victoria counties.  A band of 3 to 6 inches of rain fell over a 3 hour period from southwest Goliad to northeast Victoria county, resulting in flash flooding.  3.22 of rain fell at the Victoria Regional Airport establishing a new daily rainfall record for this date.","Flash flooding of a low water crossing along U.S. 59 was reported roughly 10 miles southwest of Goliad.  U.S. 59 was reduced to one lane.  Law enforcement reported one vehicle was swept off the road, but the driver was able to escape unharmed.|","{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T05:45:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:45:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Flash flooding of a low water crossing along U.S. 59 was reported roughly 10 miles southwest of Goliad.  U.S. 59 was reduced to one lane.  Law enforcement reported one vehicle was swept off the road, but the driver was able to escape unharmed.|"",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 05:45:00.0000000,2007-03-31 08:45:00.0000000,4272,23956,TEXAS,Flash Flood,0,0,0,0,0,0,Newspaper,FANNIN,FANNIN,28.7,-97.23,28.7,-97.23,"Thunderstorms with very heavy rainfall trained southwest to northeast across the central sections of Goliad and Victoria counties.  A band of 3 to 6 inches of rain fell over a 3 hour period from southwest Goliad to northeast Victoria county, resulting in flash flooding.  3.22 of rain fell at the Victoria Regional Airport establishing a new daily rainfall record for this date.","Flash flooding was reported in Fannin, with water entering a few homes and a business along U.S. 59.|","{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T05:45:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:45:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Flash flooding was reported in Fannin, with water entering a few homes and a business along U.S. 59.|"",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 07:00:00.0000000,2007-03-31 23:59:00.0000000,3357,18510,ILLINOIS,Flood,0,0,0,0,0,0,Unknown,MAUNIE,MAUNIE,38.03,-88.05,38.03,-88.05,Moderate to heavy rainfall in the middle and upper portions of the Wabash Valley sent the river above flood stage once again.,"Minor flooding of lowland fields and woodlands occurred near the Wabash River. At New Harmony, Indiana, the river rose above flood stage on the last day of the month.","{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T07:00:00.0000000Z"",
  ""EndTime"": ""2007-03-31T23:59:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Minor flooding of lowland fields and woodlands occurred near the Wabash River. At New Harmony, Indiana, the river rose above flood stage on the last day of the month."",
    ""Location"": ""ILLINOIS""
  }
}"
2007-03-31 07:00:00.0000000,2007-03-31 23:59:00.0000000,3374,18513,INDIANA,Flood,0,0,0,0,0,0,Unknown,NEW HARMONY,NEW HARMONY,38.13,-87.93,38.13,-87.93,Moderate to heavy rainfall in the middle and upper portions of the Wabash River Valley caused the river to rise above flood stage once again.,"Minor flooding of fields and woodlands occurred along the shore of the Lower Wabash River. At New Harmony, the river rose above flood stage on the last day of the month.","{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T07:00:00.0000000Z"",
  ""EndTime"": ""2007-03-31T23:59:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Minor flooding of fields and woodlands occurred along the shore of the Lower Wabash River. At New Harmony, the river rose above flood stage on the last day of the month."",
    ""Location"": ""INDIANA""
  }
}"
2007-03-31 07:43:00.0000000,2007-03-31 07:43:00.0000000,4152,23226,TEXAS,Thunderstorm Wind,0,0,0,0,0,0,Mesonet,AMELIA,AMELIA,30.07,-94.12,30.07,-94.12,An approaching cold front and strong upper level winds created a couple of severe storms across southeast Texas.,Lamar University recorded 69 mph wind gust.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T07:43:00.0000000Z"",
  ""EndTime"": ""2007-03-31T07:43:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Lamar University recorded 69 mph wind gust."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 07:45:00.0000000,2007-03-31 08:45:00.0000000,4272,23957,TEXAS,Flash Flood,0,0,0,0,0,0,Law Enforcement,VICTORIA,VICTORIA,28.8,-96.98,28.8,-96.98,"Thunderstorms with very heavy rainfall trained southwest to northeast across the central sections of Goliad and Victoria counties.  A band of 3 to 6 inches of rain fell over a 3 hour period from southwest Goliad to northeast Victoria county, resulting in flash flooding.  3.22 of rain fell at the Victoria Regional Airport establishing a new daily rainfall record for this date.","Flooding was reported on many roads in the city of Victoria, including Navarro at Rio Grande, Ben Wilson St. near the University of Houston-Victoria and the Laurent Street underpass.|","{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T07:45:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:45:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Flooding was reported on many roads in the city of Victoria, including Navarro at Rio Grande, Ben Wilson St. near the University of Houston-Victoria and the Laurent Street underpass.|"",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 08:00:00.0000000,2007-03-31 08:01:00.0000000,2794,14649,GULF OF MEXICO,Marine Thunderstorm Wind,0,0,0,0,0,0,Buoy,SOUTH JETTY,SOUTH JETTY,29.33,-94.7,29.33,-94.7,Back-building areas of heavy rain with isolated thunderstorms from northeastern Texas traveled southwest across Galveston Bay. Strong winds just off the ground were transferred to the surface as these storms moved across Galveston Bay and into the near shore waters.,A 35 knot wind gust occurred at the South Jetty.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T08:00:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:01:00.0000000Z"",
  ""Details"": {
    ""Description"": ""A 35 knot wind gust occurred at the South Jetty."",
    ""Location"": ""GULF OF MEXICO""
  }
}"
2007-03-31 08:02:00.0000000,2007-03-31 08:05:00.0000000,2765,14271,ARKANSAS,Thunderstorm Wind,0,0,0,0,50000,0,NWS Storm Survey,RISON,RISON,33.95,-92.1974,33.9634,-92.1733,An upper level low pressure system passing by to the northwest of Arkansas pushed a cold front through the state.  The result was severe storms and some flash flooding in southern Arkansas on the 31st.,"On U.S. 79, much of the tin roof was torn off the waste transfer station.  On Niven Road, about three dozen large trees were blown down. Four mobile homes were damaged by the falling trees.  One trailer, which was vacant, had a tree slice all the way through it.  Two of the trailers were occupied, but there were no injuries.  Power lines were knocked down by the falling trees.  On Adams Road, a porch roof was blown off and a pine tree about 20 inches in diameter fell, taking down a power line.","{
  ""TotalDamages"": 50000,
  ""StartTime"": ""2007-03-31T08:02:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:05:00.0000000Z"",
  ""Details"": {
    ""Description"": ""On U.S. 79, much of the tin roof was torn off the waste transfer station.  On Niven Road, about three dozen large trees were blown down. Four mobile homes were damaged by the falling trees.  One trailer, which was vacant, had a tree slice all the way through it.  Two of the trailers were occupied, but there were no injuries.  Power lines were knocked down by the falling trees.  On Adams Road, a porch roof was blown off and a pine tree about 20 inches in diameter fell, taking down a power line."",
    ""Location"": ""ARKANSAS""
  }
}"
2007-03-31 08:15:00.0000000,2007-03-31 08:16:00.0000000,2794,14648,GULF OF MEXICO,Marine Thunderstorm Wind,0,0,0,0,0,0,Buoy,EAGLE POINT,EAGLE POINT,29.5,-94.92,29.5,-94.92,Back-building areas of heavy rain with isolated thunderstorms from northeastern Texas traveled southwest across Galveston Bay. Strong winds just off the ground were transferred to the surface as these storms moved across Galveston Bay and into the near shore waters.,A 35 knot wind gust occurred at Eagle Point.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T08:15:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:16:00.0000000Z"",
  ""Details"": {
    ""Description"": ""A 35 knot wind gust occurred at Eagle Point."",
    ""Location"": ""GULF OF MEXICO""
  }
}"
2007-03-31 08:19:00.0000000,2007-03-31 08:19:00.0000000,4152,23225,TEXAS,Thunderstorm Wind,0,0,0,0,2000,0,Law Enforcement,VIDOR,VIDOR,30.1276,-93.9987,30.1276,-93.9987,An approaching cold front and strong upper level winds created a couple of severe storms across southeast Texas.,Two large trees were blown over.,"{
  ""TotalDamages"": 2000,
  ""StartTime"": ""2007-03-31T08:19:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:19:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Two large trees were blown over."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 08:45:00.0000000,2007-03-31 08:45:00.0000000,2765,24008,ARKANSAS,Flash Flood,0,0,0,0,0,0,Law Enforcement,CAMDEN,CAMDEN,33.5726,-92.8515,33.5726,-92.8515,An upper level low pressure system passing by to the northwest of Arkansas pushed a cold front through the state.  The result was severe storms and some flash flooding in southern Arkansas on the 31st.,Water covered portions of Arkansas Highway 7.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T08:45:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:45:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Water covered portions of Arkansas Highway 7."",
    ""Location"": ""ARKANSAS""
  }
}"
2007-03-31 08:45:00.0000000,2007-03-31 08:45:00.0000000,2765,24014,ARKANSAS,Flash Flood,0,0,0,0,0,0,Law Enforcement,CHIDESTER,CHIDESTER,33.7,-93.02,33.7,-93.02,An upper level low pressure system passing by to the northwest of Arkansas pushed a cold front through the state.  The result was severe storms and some flash flooding in southern Arkansas on the 31st.,Water was over Ouachita County Road 25.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T08:45:00.0000000Z"",
  ""EndTime"": ""2007-03-31T08:45:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Water was over Ouachita County Road 25."",
    ""Location"": ""ARKANSAS""
  }
}"
2007-03-31 09:00:00.0000000,2007-03-31 09:00:00.0000000,2765,24009,ARKANSAS,Flash Flood,0,0,0,0,0,0,Law Enforcement,FORDYCE,FORDYCE,33.82,-92.4101,33.82,-92.4101,An upper level low pressure system passing by to the northwest of Arkansas pushed a cold front through the state.  The result was severe storms and some flash flooding in southern Arkansas on the 31st.,Water was over portions of Arkansas Highway 8.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T09:00:00.0000000Z"",
  ""EndTime"": ""2007-03-31T09:00:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Water was over portions of Arkansas Highway 8."",
    ""Location"": ""ARKANSAS""
  }
}"
2007-03-31 09:00:00.0000000,2007-03-31 09:01:00.0000000,2794,14650,GULF OF MEXICO,Marine Thunderstorm Wind,0,0,0,0,0,0,Buoy,SOUTH JETTY,SOUTH JETTY,29.33,-94.7,29.33,-94.7,Back-building areas of heavy rain with isolated thunderstorms from northeastern Texas traveled southwest across Galveston Bay. Strong winds just off the ground were transferred to the surface as these storms moved across Galveston Bay and into the near shore waters.,A 43 knot wind gust occurred at the South Jetty.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T09:00:00.0000000Z"",
  ""EndTime"": ""2007-03-31T09:01:00.0000000Z"",
  ""Details"": {
    ""Description"": ""A 43 knot wind gust occurred at the South Jetty."",
    ""Location"": ""GULF OF MEXICO""
  }
}"
2007-03-31 09:30:00.0000000,2007-03-31 09:30:00.0000000,2792,20468,TEXAS,Lightning,0,0,0,0,30000,0,Newspaper,TEXAS CITY,TEXAS CITY,29.4,-94.9,29.4,-94.9,A pre-frontal trough well ahead of a central Texas cold front slowed as it approached the coastal counties. This boundary became the focus for severe thunderstorms along the coast and neighboring inland counties.,Lightning strike started a fire that caused moderate damage to a home.,"{
  ""TotalDamages"": 30000,
  ""StartTime"": ""2007-03-31T09:30:00.0000000Z"",
  ""EndTime"": ""2007-03-31T09:30:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Lightning strike started a fire that caused moderate damage to a home."",
    ""Location"": ""TEXAS""
  }
}"
2007-03-31 10:00:00.0000000,2007-03-31 10:00:00.0000000,2765,24010,ARKANSAS,Flash Flood,0,0,0,0,0,0,Law Enforcement,STAR CITY,STAR CITY,33.9408,-91.8389,33.9408,-91.8389,An upper level low pressure system passing by to the northwest of Arkansas pushed a cold front through the state.  The result was severe storms and some flash flooding in southern Arkansas on the 31st.,Water was over Arkansas Highway 11 East.,"{
  ""TotalDamages"": 0,
  ""StartTime"": ""2007-03-31T10:00:00.0000000Z"",
  ""EndTime"": ""2007-03-31T10:00:00.0000000Z"",
  ""Details"": {
    ""Description"": ""Water was over Arkansas Highway 11 East."",
    ""Location"": ""ARKANSAS""
  }
}"
